"symbol","date","volume","volume_lag","adjusted_close"
"AAPL",2020-09-29,99.3822,137.6724,111.249000549316
"AAPL",2020-09-30,142.6752,99.3822,112.926193237305
"AAPL",2020-10-01,116.1204,142.6752,113.881782531738
"AAPL",2020-10-02,144.712,116.1204,110.205665588379
"AAPL",2020-10-05,106.2438,144.712,113.598999023438
"AAPL",2020-10-06,161.4982,106.2438,110.342185974121
"AAPL",2020-10-07,96.849,161.4982,112.214370727539
"AAPL",2020-10-08,83.4772,96.849,112.107093811035
"AAPL",2020-10-09,100.5069,83.4772,114.05729675293
"AAPL",2020-10-12,240.2268,100.5069,121.302291870117
"AAPL",2020-10-13,262.3305,240.2268,118.084457397461
"AAPL",2020-10-14,150.712,262.3305,118.172225952148
"AAPL",2020-10-15,112.5592,150.712,117.704162597656
"AAPL",2020-10-16,115.3938,112.5592,116.056251525879
"AAPL",2020-10-19,120.6393,115.3938,113.091957092285
"AAPL",2020-10-20,124.4237,120.6393,114.583854675293
"AAPL",2020-10-21,89.946,124.4237,113.959800720215
"AAPL",2020-10-22,101.988,89.946,112.867691040039
"AAPL",2020-10-23,82.5726,101.988,112.175361633301
"AAPL",2020-10-26,111.8507,82.5726,112.185111999512
"AAPL",2020-10-27,92.2768,111.8507,113.696502685547
"AAPL",2020-10-28,143.9378,92.2768,108.430976867676
"AAPL",2020-10-29,146.1292,143.9378,112.448379516602
"AAPL",2020-10-30,190.2726,146.1292,106.149253845215
"AAPL",2020-11-02,122.8669,190.2726,106.061492919922
"AAPL",2020-11-03,107.6244,122.8669,107.689910888672
"AAPL",2020-11-04,138.2355,107.6244,112.087593078613
"AAPL",2020-11-05,126.3871,138.2355,116.065994262695
"AAPL",2020-11-06,114.4579,126.3871,115.934158325195
"AAPL",2020-11-09,154.5153,114.4579,113.619171142578
"AAPL",2020-11-10,138.0234,154.5153,113.277305603027
"AAPL",2020-11-11,112.295,138.0234,116.71556854248
"AAPL",2020-11-12,103.1623,112.295,116.44206237793
"AAPL",2020-11-13,81.5819,103.1623,116.490905761719
"AAPL",2020-11-16,91.183,81.5819,117.50675201416
"AAPL",2020-11-17,74.271,91.183,116.617897033691
"AAPL",2020-11-18,76.3221,74.271,115.289474487305
"AAPL",2020-11-19,74.113,76.3221,115.885307312012
"AAPL",2020-11-20,73.6043,74.113,114.615478515625
"AAPL",2020-11-23,127.9593,73.6043,111.206527709961
"AAPL",2020-11-24,113.8742,127.9593,112.495872497559
"AAPL",2020-11-25,76.4992,113.8742,113.335891723633
"AAPL",2020-11-27,46.6913,76.4992,113.88289642334
"AAPL",2020-11-30,169.4102,46.6913,116.285766601562
"AAPL",2020-12-01,127.7282,169.4102,119.870574951172
"AAPL",2020-12-02,89.0042,127.7282,120.222229003906
"AAPL",2020-12-03,78.9676,89.0042,120.085464477539
"AAPL",2020-12-04,78.2604,78.9676,119.411476135254
"AAPL",2020-12-07,86.712,78.2604,120.876647949219
"AAPL",2020-12-08,82.2255,86.712,121.492012023926
"AAPL",2020-12-09,115.0892,82.2255,118.95238494873
"AAPL",2020-12-10,81.3122,115.0892,120.378509521484
"AAPL",2020-12-11,86.9398,81.3122,119.567764282227
"AAPL",2020-12-14,79.1845,86.9398,118.95238494873
"AAPL",2020-12-15,157.2437,79.1845,124.910758972168
"AAPL",2020-12-16,98.2086,157.2437,124.84236907959
"AAPL",2020-12-17,94.3598,98.2086,125.711730957031
"AAPL",2020-12-18,192.5415,94.3598,123.719108581543
"AAPL",2020-12-21,121.2516,192.5415,125.252639770508
"AAPL",2020-12-22,168.9048,121.2516,128.817901611328
"AAPL",2020-12-23,88.2237,168.9048,127.919235229492
"AAPL",2020-12-24,54.9301,88.2237,128.905792236328
"AAPL",2020-12-28,124.4862,54.9301,133.516204833984
"AAPL",2020-12-29,121.0473,124.4862,131.738464355469
"AAPL",2020-12-30,96.4521,121.0473,130.615188598633
"AAPL",2020-12-31,99.1166,96.4521,129.609085083008
"AAPL",2021-01-04,143.3019,99.1166,126.405235290527
"AAPL",2021-01-05,97.6649,143.3019,127.968116760254
"AAPL",2021-01-06,155.088,97.6649,123.66047668457
"AAPL",2021-01-07,109.5782,155.088,127.880149841309
"AAPL",2021-01-08,105.1582,109.5782,128.983963012695
"AAPL",2021-01-11,100.3845,105.1582,125.985214233398
"AAPL",2021-01-12,91.9511,100.3845,125.80940246582
"AAPL",2021-01-13,88.6368,91.9511,127.850852966309
"AAPL",2021-01-14,90.2218,88.6368,125.916870117188
"AAPL",2021-01-15,111.5985,90.2218,124.187957763672
"AAPL",2021-01-19,90.7573,111.5985,124.861923217773
"AAPL",2021-01-20,104.3195,90.7573,128.964401245117
"AAPL",2021-01-21,120.1509,104.3195,133.692016601562
"AAPL",2021-01-22,114.4594,120.1509,135.840972900391
"AAPL",2021-01-25,157.6117,114.4594,139.6015625
"AAPL",2021-01-26,98.3906,157.6117,139.835968017578
"AAPL",2021-01-27,140.8438,98.3906,138.761505126953
"AAPL",2021-01-28,142.6211,140.8438,133.906921386719
"AAPL",2021-01-29,177.5238,142.6211,128.896026611328
"AAPL",2021-02-01,106.2398,177.5238,131.025421142578
"AAPL",2021-02-02,83.3054,106.2398,131.855682373047
"AAPL",2021-02-03,89.8809,83.3054,130.830062866211
"AAPL",2021-02-04,84.1831,89.8809,134.199935913086
"AAPL",2021-02-05,75.6938,84.1831,133.784149169922
"AAPL",2021-02-08,71.2972,75.6938,133.930938720703
"AAPL",2021-02-09,76.7742,71.2972,133.050521850586
"AAPL",2021-02-10,73.0466,76.7742,132.443984985352
"AAPL",2021-02-11,64.28,73.0466,132.189651489258
"AAPL",2021-02-12,60.1451,64.28,132.424423217773
"AAPL",2021-02-16,80.5763,60.1451,130.291854858398
"AAPL",2021-02-17,97.9185,80.5763,127.992988586426
"AAPL",2021-02-18,96.8567,97.9185,126.887603759766
"AAPL",2021-02-19,87.6688,96.8567,127.044143676758
"AAPL",2021-02-22,103.9164,87.6688,123.258316040039
"AAPL",2021-02-23,158.273,103.9164,123.121368408203
"AAPL",2021-02-24,111.0399,158.273,122.622451782227
"AAPL",2021-02-25,148.1995,111.0399,118.357345581055
"AAPL",2021-02-26,164.5604,148.1995,118.621452331543
"AAPL",2021-03-01,116.3079,164.5604,125.009368896484
"AAPL",2021-03-02,102.2609,116.3079,122.397483825684
"AAPL",2021-03-03,112.9663,102.2609,119.40406036377
"AAPL",2021-03-04,178.155,112.9663,117.516036987305
"AAPL",2021-03-05,153.7666,178.155,118.777992248535
"AAPL",2021-03-08,154.3766,153.7666,113.828079223633
"AAPL",2021-03-09,129.5258,154.3766,118.455154418945
"AAPL",2021-03-10,111.9433,129.5258,117.369316101074
"AAPL",2021-03-11,103.0265,111.9433,119.306243896484
"AAPL",2021-03-12,88.1051,103.0265,118.396461486816
"AAPL",2021-03-15,92.4038,88.1051,121.292060852051
"AAPL",2021-03-16,115.2279,92.4038,122.837677001953
"AAPL",2021-03-17,111.9326,115.2279,122.045310974121
"AAPL",2021-03-18,121.2297,111.9326,117.907348632812
"AAPL",2021-03-19,185.5495,121.2297,117.379104614258
"AAPL",2021-03-22,111.9123,185.5495,120.705123901367
"AAPL",2021-03-23,95.4671,111.9123,119.873611450195
"AAPL",2021-03-24,88.5305,95.4671,117.476921081543
"AAPL",2021-03-25,98.8447,88.5305,117.966041564941
"AAPL",2021-03-26,94.0712,98.8447,118.572555541992
"AAPL",2021-03-29,80.8192,94.0712,118.748634338379
"AAPL",2021-03-30,85.6719,80.8192,117.291046142578
"AAPL",2021-03-31,118.3238,85.6719,119.49210357666
"AAPL",2021-04-01,75.0891,118.3238,120.323600769043
"AAPL",2021-04-05,88.6512,75.0891,123.160491943359
"AAPL",2021-04-06,80.1713,88.6512,123.463745117188
"AAPL",2021-04-07,83.4667,80.1713,125.116981506348
"AAPL",2021-04-08,88.8446,83.4667,127.523452758789
"AAPL",2021-04-09,106.6867,88.8446,130.106018066406
"AAPL",2021-04-12,91.42,106.6867,128.384292602539
"AAPL",2021-04-13,91.2665,91.42,131.504898071289
"AAPL",2021-04-14,87.2228,91.2665,129.157135009766
"AAPL",2021-04-15,89.3471,87.2228,131.573379516602
"AAPL",2021-04-16,84.9224,89.3471,131.240768432617
"AAPL",2021-04-19,94.2642,84.9224,131.906005859375
"AAPL",2021-04-20,94.8123,94.2642,130.213607788086
"AAPL",2021-04-21,68.8471,94.8123,130.595138549805
"AAPL",2021-04-22,84.5665,68.8471,129.069076538086
"AAPL",2021-04-23,78.6575,84.5665,131.397277832031
"AAPL",2021-04-26,66.9051,78.6575,131.788589477539
"AAPL",2021-04-27,66.0158,66.9051,131.465744018555
"AAPL",2021-04-28,107.7601,66.0158,130.673385620117
"AAPL",2021-04-29,151.101,107.7601,130.575576782227
"AAPL",2021-04-30,109.8395,151.101,128.599502563477
"AAPL",2021-05-03,75.1351,109.8395,129.656005859375
"AAPL",2021-05-04,137.5647,75.1351,125.068069458008
"AAPL",2021-05-05,84.0009,137.5647,125.312644958496
"AAPL",2021-05-06,78.1283,84.0009,126.916969299316
"AAPL",2021-05-07,78.9733,78.1283,127.593078613281
"AAPL",2021-05-10,88.0712,78.9733,124.300582885742
"AAPL",2021-05-11,126.1428,88.0712,123.379508972168
"AAPL",2021-05-12,112.1723,126.1428,120.302597045898
"AAPL",2021-05-13,105.8613,112.1723,122.458389282227
"AAPL",2021-05-14,81.918,105.8613,124.888534545898
"AAPL",2021-05-17,74.2446,81.918,123.73225402832
"AAPL",2021-05-18,63.3429,74.2446,122.340797424316
"AAPL",2021-05-19,92.612,63.3429,122.184020996094
"AAPL",2021-05-20,76.8571,92.612,124.751358032227
"AAPL",2021-05-21,79.2954,76.8571,122.909141540527
"AAPL",2021-05-24,63.0929,79.2954,124.54557800293
"AAPL",2021-05-25,72.0095,63.0929,124.349609375
"AAPL",2021-05-26,56.5759,72.0095,124.300582885742
"AAPL",2021-05-27,94.6256,56.5759,122.762145996094
"AAPL",2021-05-28,71.3111,94.6256,122.105621337891
"AAPL",2021-06-01,67.6371,71.3111,121.782241821289
"AAPL",2021-06-02,59.2789,67.6371,122.546577453613
"AAPL",2021-06-03,76.2292,59.2789,121.05712890625
"AAPL",2021-06-04,75.1693,76.2292,123.359893798828
"AAPL",2021-06-07,71.0576,75.1693,123.369689941406
"AAPL",2021-06-08,74.4038,71.0576,124.192825317383
"AAPL",2021-06-09,56.8779,74.4038,124.574974060059
"AAPL",2021-06-10,71.1864,56.8779,123.575477600098
"AAPL",2021-06-11,53.5224,71.1864,124.790557861328
"AAPL",2021-06-14,96.9065,53.5224,127.857635498047
"AAPL",2021-06-15,62.7463,96.9065,127.034515380859
"AAPL",2021-06-16,91.815,62.7463,127.534286499023
"AAPL",2021-06-17,96.7217,91.815,129.141326904297
"AAPL",2021-06-18,108.9533,96.7217,127.838066101074
"AAPL",2021-06-21,79.6633,108.9533,129.641082763672
"AAPL",2021-06-22,74.7836,79.6633,131.287338256836
"AAPL",2021-06-23,60.2142,74.7836,131.012939453125
"AAPL",2021-06-24,68.711,60.2142,130.728744506836
"AAPL",2021-06-25,70.7837,68.711,130.434783935547
"AAPL",2021-06-28,62.1113,70.7837,132.071212768555
"AAPL",2021-06-29,64.5561,62.1113,133.590072631836
"AAPL",2021-06-30,63.2614,64.5561,134.207443237305
"AAPL",2021-07-01,52.4858,63.2614,134.511169433594
"AAPL",2021-07-02,78.8526,52.4858,137.147125244141
"AAPL",2021-07-06,108.1818,78.8526,139.165725708008
"AAPL",2021-07-07,104.9116,108.1818,141.664489746094
"AAPL",2021-07-08,105.5755,104.9116,140.361221313477
"AAPL",2021-07-09,99.8908,105.5755,142.193603515625
"AAPL",2021-07-12,76.2997,99.8908,141.59587097168
"AAPL",2021-07-13,100.8271,76.2997,142.712951660156
"AAPL",2021-07-14,127.0508,100.8271,146.152420043945
"AAPL",2021-07-15,106.8203,127.0508,145.495895385742
"AAPL",2021-07-16,93.2514,106.8203,143.447891235352
"AAPL",2021-07-19,121.4346,93.2514,139.58708190918
"AAPL",2021-07-20,96.35,121.4346,143.21272277832
"AAPL",2021-07-21,74.9935,96.35,142.477783203125
"AAPL",2021-07-22,77.3382,74.9935,143.849609375
"AAPL",2021-07-23,71.4474,77.3382,145.574279785156
"AAPL",2021-07-26,72.4341,71.4474,145.995635986328
"AAPL",2021-07-27,104.8186,72.4341,143.820266723633
"AAPL",2021-07-28,118.9312,104.8186,142.066207885742
"AAPL",2021-07-29,56.6995,118.9312,142.712951660156
"AAPL",2021-07-30,70.4406,56.6995,142.92854309082
"AAPL",2021-08-02,62.88,70.4406,142.595367431641
"AAPL",2021-08-03,64.7866,62.88,144.398361206055
"AAPL",2021-08-04,56.3683,64.7866,143.996658325195
"AAPL",2021-08-05,46.3977,56.3683,144.104461669922
"AAPL",2021-08-06,54.1268,46.3977,143.417495727539
"AAPL",2021-08-09,48.9087,54.1268,143.368408203125
"AAPL",2021-08-10,69.0231,48.9087,142.88752746582
"AAPL",2021-08-11,48.4935,69.0231,143.142669677734
"AAPL",2021-08-12,72.2826,48.4935,146.116241455078
"AAPL",2021-08-13,59.375,72.2826,146.322341918945
"AAPL",2021-08-16,103.296,59.375,148.304672241211
"AAPL",2021-08-17,92.2297,103.296,147.391998291016
"AAPL",2021-08-18,86.326,92.2297,143.633377075195
"AAPL",2021-08-19,86.9603,86.326,143.967041015625
"AAPL",2021-08-20,60.5496,86.9603,145.429260253906
"AAPL",2021-08-23,60.1318,60.5496,146.920974731445
"AAPL",2021-08-24,48.6064,60.1318,146.832626342773
"AAPL",2021-08-25,58.9913,48.6064,145.596115112305
"AAPL",2021-08-26,48.5972,58.9913,144.791397094727
"AAPL",2021-08-27,55.8024,48.5972,145.831665039062
"AAPL",2021-08-30,90.9567,55.8024,150.267456054688
"AAPL",2021-08-31,86.4531,90.9567,149.001495361328
"AAPL",2021-09-01,80.3137,86.4531,149.668762207031
"AAPL",2021-09-02,71.1155,80.3137,150.787521362305
"AAPL",2021-09-03,57.8087,71.1155,151.425445556641
"AAPL",2021-09-07,82.2783,57.8087,153.770935058594
"AAPL",2021-09-08,74.4202,82.2783,152.220367431641
"AAPL",2021-09-09,57.3057,74.4202,151.199737548828
"AAPL",2021-09-10,140.8932,57.3057,146.194763183594
"AAPL",2021-09-13,102.4043,140.8932,146.763946533203
"AAPL",2021-09-14,109.2963,102.4043,145.360580444336
"AAPL",2021-09-15,83.2813,109.2963,146.253631591797
"AAPL",2021-09-16,68.0341,83.2813,146.018127441406
"AAPL",2021-09-17,129.8688,68.0341,143.338928222656
"AAPL",2021-09-20,123.4789,129.8688,140.277099609375
"AAPL",2021-09-21,75.834,123.4789,140.757949829102
"AAPL",2021-09-22,76.4043,75.834,143.132843017578
"AAPL",2021-09-23,64.8382,76.4043,144.094619750977
"AAPL",2021-09-24,53.4779,64.8382,144.182922363281
"AAPL",2021-09-27,74.1507,53.4779,142.661819458008
"AAPL",2021-09-28,108.9723,74.1507,139.266296386719
"AAPL",2021-09-29,74.602,108.9723,140.169128417969
"AAPL",2021-09-30,89.0567,74.602,138.863891601562
"AAPL",2021-10-01,94.6396,89.0567,139.992492675781
"AAPL",2021-10-04,98.322,94.6396,136.547897338867
"AAPL",2021-10-05,80.8611,98.322,138.481185913086
"AAPL",2021-10-06,83.2211,80.8611,139.354583740234
"AAPL",2021-10-07,61.7327,83.2211,140.620559692383
"AAPL",2021-10-08,58.7732,61.7327,140.237808227539
"AAPL",2021-10-11,64.4522,58.7732,140.149490356445
"AAPL",2021-10-12,73.0359,64.4522,138.873718261719
"AAPL",2021-10-13,78.7627,73.0359,138.284927368164
"AAPL",2021-10-14,69.9071,78.7627,141.081802368164
"AAPL",2021-10-15,67.9403,69.9071,142.141708374023
"AAPL",2021-10-18,85.5892,67.9403,143.819839477539
"AAPL",2021-10-19,76.3789,85.5892,145.988662719727
"AAPL",2021-10-20,58.4188,76.3789,146.479354858398
"AAPL",2021-10-21,61.421,58.4188,146.695220947266
"AAPL",2021-10-22,58.8834,61.421,145.919982910156
"AAPL",2021-10-25,50.7206,58.8834,145.870880126953
"AAPL",2021-10-26,60.8934,50.7206,146.538223266602
"AAPL",2021-10-27,56.0949,60.8934,146.076995849609
"AAPL",2021-10-28,100.0779,56.0949,149.727691650391
"AAPL",2021-10-29,124.9532,100.0779,147.009307861328
"AAPL",2021-11-01,74.5883,124.9532,146.184936523438
"AAPL",2021-11-02,69.122,74.5883,147.225219726562
"AAPL",2021-11-03,54.5115,69.122,148.667816162109
